id,type,sub_type,name,description,year,lat,long,evacuated,homeless,injuries,deaths,insured_cost,homes_damaged,homes_destroyed,regions,url,severity,cost_2011
469,Natural,Bushfire,Cootamundra and Deniliquin Regions,"In January 1987 the south-west region of New South Wales experienced serious bushfires. On January 16 the township of Cootamundra experienced a severe fire which burnt an area of approximately 19,000 ha. Other towns that were affected included, Deniliquin, Gundagai, Bethungra Hills, Frampton, Brawlin and Muttama.",1987,-34.63893127,148.02438350,,,20,3,,,,NSW,http://www.emknowledge.gov.au/resource/?id=469,"$22,000,000.00",$0.00
498,Natural,Bushfire,Boorabbin National Park,"At approximately 3 pm on 28 December 2007, a fire began on the north side of the Great Eastern Highway, 80 km west of Coolgardie. It was a hot, dry and windy day, with Southern Cross and Kalgoorlie registering maximum temperatures of 37.4 &deg;C and 41.7 &deg;C, creating extreme fire weather conditions. The fire spread rapidly in a northerly direction in the Boorabbin National Park.  On 30 December 2007, a strong northerly wind change caused breakaways from the containment lines and the fire crossed the Great Eastern Highway from north to south. Roadblocks were established; however several escorted convoys of vehicles were permitted to travel through the fire area.  A convoy of vehicles from Coolgardie arriving at the eastern side of the fire, without an escort, drove into the fire area. Several trucks were engulfed in flames, resulting in three deaths.  The highway remained closed until containment lines were completed and a fall-back strategy was implemented on 9 January 2008. The final size of the fire was 39,630 ha.  An inquiry into the deaths found three dominating causes - the expectations of fire behaviour in shrubland fuels at night; the procedures for managing road blocks; and the strategic assessment of the fire's potential; but concluded that there were many complex, interacting contributing factors and extenuating circumstances that lead to the incident outcomes.",2007,-31.23159218,120.18047330,,,,3,,,,WA,http://www.emknowledge.gov.au/resource/?id=498,"$12,000,000.00",$0.00
542,Natural,Bushfire,Narollah Station,"On 14 November 1954, a bushfire at the Narollah station, 60 miles south of Hughenden occurred. Three people fighting the fire became trapped as a gust of wind blew flames encircling them. They were all severely burned and died in hospital approximately two days later.",1954,-20.06302643,146.25961300,,,,3,,,,QLD,http://www.emknowledge.gov.au/resource/?id=542,"$12,000,000.00",$0.00
195,Natural,Bushfire,Western Sydney and Central Coast,"On 16 October 1991, a number of fires erupted on the coast of New South Wales many of which were believed to be deliberately lit. Major towns affected included Kenthurst, Hunter, Shoalhaven, Baulkham Hills, Gosford, Wyong Shire, Lake Macquarie and Cooma. Approximately 2500 firefighters were activated to control around thirty separate incidents across the state. A total of fourteen homes were completely destroyed and two people died via the fires at Kenthurst.",1991,-33.65120697,151.00158690,,,,2,"$12,000,000.00",,14,NSW,http://www.emknowledge.gov.au/resource/?id=195,"$20,000,000.00",$0.00
235,Natural,Bushfire,Black Sunday Mt Lofty Ranges,"The fire known as Black Sunday occurred on 2 January 1955. The Mount Lofty Ranges east of Adelaide was devastated by fires. Adelaide reached a maximum temperature of 43 &deg;C at 1.00 pm. Wind gusts of 100 km per hour were recorded with higher velocities in the hills. The fire was particularly intense near Upper Sturt where the railway station and several houses were destroyed as well as Crafers, Aldgate, Loftia Park resort; and Marble Hill where the governors' summer residence was burnt down. Two firefighters were killed and 40,000 ha burnt out. The damage bill was estimated at &pound;4 million.",1955,-35.00764465,138.70874020,,,,2,,,,SA,http://www.emknowledge.gov.au/resource/?id=235,"$8,000,000.00",$0.00
3413,Natural,Bushfire,Dunalley - Jan 2013,"In early January 2013 up to 40 fires were burning throughout Tasmania in hot windy conditions. The main fire that started near Forcett caused significant damage to local townships, particularly Dunalley, east of Hobart, where more than half of the town&rsquo;s buildings and a primary school were destroyed. Other significant fire fronts were located at Lake Repulse and Bicheno.  The Forcett fire was first reported in bushland outside the town heading towards Dunalley, on Thursday 3 January 2013 at approximately 2.00 pm. The fire escaped containment lines the following afternoon fanned by strong winds and burned towards the coast at several points. More than 100 properties were destroyed and 2500 hectares of land were burnt by the afternoon of 6 January. At least 80 properties were either damaged or destroyed in Dunalley and nearby Boomer Bay, approximately 20 houses were destroyed at Murdunna and 40 per cent of structures were lost at Connelly&rsquo;s Marsh. The fire threatened the town of Taranna and on 14 January 2013 a Victorian volunteer firefighter was killed when undertaking back burning operations in the vicinity. An estimated 24,000 hectares were burnt in the fire and at its peak the perimeter of the fire approximated 200 km.  Thousands of locals and tourists were stranded as a result of the Forcett bushfire which effectively cut the Tasman Peninsula off from the rest of the state. The peninsula's main access road, the Arthur Highway, was closed from 4 to 13 January. People converged on Port Arthur to await evacuation by sea or road and due to shortages of food and other supplies, the community arranged for a fleet of boats to make deliveries to those stranded on the peninsula. Two private catamaran operators in Hobart were asked by police to help evacuate people from the Nubeena jetty.  Evacuees were then taken to Hobart where they were met by relatives and friends or taken in by volunteers.  The Highway was partially opened on 11 January to allow stranded people and supplies to get through and was eventually opened to general traffic on 13 January.  Community refuges were established at the Sorrell Memorial Hall, Nubeena Community Centre, Bicheno Community Hall and Swansea Football Ground. There was also a Recovery Centre established at City Hall, Hobart.  The electricity company, Aurora, reported approximately 300 electricity poles were destroyed on the Tasman Peninsula, consequently power outages are expected to be an issue for a considerable time.  Australian Government Disaster Recovery Payments were made available to residents in the south-east and east of Tasmania, covering the affected local government areas of Sorell, Tasman and Glamorgan-Spring Bay. Other grants made available were immediate cash assistance grants, housing assistance grants, Aurora energy assistance and clean-up and assistance grants. A first stage recovery payment from the Red Cross Appeal Distribution Committee was distributed, providing $3000 per adult and $1000 per child by late January. The Department of Human Services has allocated over $7,845,000 to cover approximately 6900 claims.  The Insurance Council of Australia advised as at 1 February 2013 that 1783 insurance claims had been received with losses estimated at $86.7 million, about 85 per cent of these related to property, seven per cent for domestic vehicles, with the balance consisting of smaller claims for other losses.  The fire at Lake Repulse burnt more than 12,000 hectares and threatened the towns of Ellendale Ouse, Karanja, Westerway and Hamilton. Police allege it was started by an unattended campfire. The fire burnt for up to two weeks and was handed back to regional firefighters when conditions eventually improved. The other significant fire front was at Bicheno and Coles Bay where up to 15 properties were lost.  These fires were described as the worst in almost half a century. On 14 January a Tasmanian Bushfire Recovery Taskforce was established and the state moved to recovery mode. The taskforce estimated that rebuilding communities could take up to two years, with contractors expected to start clearing damaged properties by the end of January.  Further information will be provided about the Tasmanian fires and resulting damage when available.",2013,-42.87797546,147.81005860,1000,,,1,"$87,100,000.00",,203,TAS,http://www.emknowledge.gov.au/resource/?id=3413,"$191,100,000.00",$0.00
4790,Natural,Bushfire,"Perth Hills, January 2014","The bushfire began in the Perth Hills on Sunday morning 12 January 2014 during the heatwave of 8 -13 January with consecutive days over 40 degrees Celsius. The excessive heat and strong winds fuelled the fire which quickly grew out of control and spread from Parkerville to Stoneville and Mount Helena. A total of 650 hectares were burnt.  Hundreds of people were evacuated from their homes and sought shelter at centres set up in Mundaring and Swan View. Many residents were unable to return and assess the damage to their homes until 15 January when the extensive clean-up of debris and fallen power poles was complete. As of 16 January, 450 homes were still without electricity. It is believed that the fire was started by a fallen power pole.  A man died on the Sunday while protecting his home.  Financial assistance and grants were made to eligible Perth Hills bushfire victims, with Australian Government Disaster Recovery Payments of $384,800 scheduled to be paid.  The West Australian government gave $1 million to the Lord Mayor&rsquo;s Disaster Appeal and announced anyone who lost their house would receive $3000 and those whose homes were damaged would receive $1000.  Early figures from the Insurance Council of Australia suggest $15 million damage. Further details will be provided as they become available.",2014,-31.87464142,116.14162450,,,,1,"$15,000,000.00",,52,WA,http://www.emknowledge.gov.au/resource/?id=4790,"$19,000,000.00",$0.00
61,Natural,Cyclone,Gulf of Carpentaria,"On 5 March 1887, a cyclone hit Burketown on the Gulf of Carpentaria. It arrived at approximately 11 am in the form of strong storm winds from the south-east. The storm continued for 12 hours; it destroyed almost the entire township and caused the death of seven from a population of just 138. The telegraph line was completely destroyed. A storm surge accompanied the cyclone, arriving at 7 pm and flooding the town.  There were great losses of stock, horses and goats.",1887,-17.73102951,139.54216000,,,,7,,,,QLD,http://www.emknowledge.gov.au/resource/?id=61,"$28,000,000.00",$0.00
224,Natural,Bushfire,East Coast Queensland,"During the period between September and November 1994, fires burnt through rural and urban property on the Sunshine Coast, Caboolture, Pine Rivers, Brisbane and other local Government areas.  A total of 682 major fires occurred across the state. Major outbreaks occurred on 27 - 29 September and again on 4 - 7 November. Twenty three houses were destroyed, as well as farm buildings, fences and livestock. Three thousand people were evacuated from their homes. Beerburrum State Forest sustained plantation timber losses of approximately 5000 hectares. Nine volunteer fire fighters were injured, with seven sustaining extensive burns.  The Insurance Council of Australia estimated the 1994 damage at $59.1 million, with the 2011 estimated normalised cost of $215 million.",1994,-27.08205414,152.95388790,3000,,9,,"$59,100,000.00",,23,QLD,http://www.emknowledge.gov.au/resource/?id=224,"$363,600,000.00",$0.00
374,Natural,Bushfire,"North-Eastern Victoria, Alpine Region","The Alpine bushfires started on 8 January 2003, a day of Total Fire Ban. Lightning ignited 87 fires in the North-East and East Gippsland regions. Eight of these fires were unable to be contained; they joined together to form the largest fire in Victoria since the Black Friday fires in 1939. More than 40 fires were also started in New South Wales and Australia Capital Territory.  The majority of the area burnt in Victoria was public land, 1.19 million hectares of parks and forests, including 60 per cent of the Alpine National Park and 81 per cent of the Mt Buffalo National Park. Fire fighting efforts were made difficult in hard to access, remote forest terrain. Approximately 90,000 hectares of private land was burnt. The fires burnt nearly 800,000 hectares in New South Wales and Australia Capital Territory, bringing the total of land affected throughout the Australian Alps to approximately 2 million hectares. The immediate effects of the fires included reduced water quality and quantity, loss of vegetation and habitats, destruction of commercial timber infrastructure, damage to recreation and tourism infrastructure assets and destruction of cultural sites and farms adjacent to public land.  A Ministerial Taskforce, appointed by the Victorian Premier, announced a funding package of $70.6 million for recovery works on public land associated with natural and cultural assets and support for agricultural private landowners affected by the fires. This was the biggest bushfire recovery effort ever undertaken in Victoria at the time. The Bushfire Recovery Program for the environment and agriculture focused on four areas:  1. Asset repair or replacement in parks, forests and alpine resorts ($24.9 million)  2. Protection and restoration of water catchments and water supply ($23.9 million)  3. Restoration of ecological and cultural heritage values ($13.2 million)  4. Providing practical assistance for affected farm enterprises ($8.6 million) Assets lost or damaged included; 41 houses, 213 other structures, three bridges and 10,000 livestock.  The Insurance Council of Australia estimated the 2003 damage for Victoria and New South Wales at $12 million, with the 2011 estimated normalised cost of $24 million.",2003,-36.72137451,146.78614810,,,,,"$12,000,000.00",,41,VIC,http://www.emknowledge.gov.au/resource/?id=374,"$12,000,000.00",$0.00
502,Natural,Bushfire,"Perth Hills, Western Australia 2011","In early February 2011, high fire danger conditions resulted in total fire bans being declared for Perth.    Over the weekend of 5 and 6 February, two major bushfires broke out across metropolitan Perth. One fire affected the suburbs of Roleystone and Kelmscott in the south-east and the other, the suburbs of Red Hill, Herne Hill, Millendon, Baskerville and Gidgegannup in the north-east.  Seventy-one homes were destroyed and an estimated 39 homes damaged by the Roleystone fire, which was started accidentally by angle-grinder sparks. Approximately 440 ha were burned at Roleystone and 1100 ha burned at Red Hill.  Approximately 517 families were evacuated and at least 12 people were hospitalised.  On Monday 7 February 2011, Western Australian Premier Colin Barnett declared the bushfire affected areas of Roleystone, Kelmscott and Red Hill, natural disaster zones.  The Insurance Council of Australia estimated the preliminary 2011 damage at $35 million.",2011,-32.10860443,116.06918330,,,12,,"$35,000,000.00",39,72,WA,http://www.emknowledge.gov.au/resource/?id=502,"$41,000,000.00",$0.00
516,Natural,Bushfire,Sydney,"High temperatures combined with severe wind helped a fire get out of control at Engadine on 9 October 2002. The day was labelled a total fire ban day, however fire broke out and quickly spread causing significant damage to homes in Engadine. Other areas affected by fires included Llandilo, Richmond and Windsor-Castlereagh, Bilpin and Narrabri.  The Insurance Council of Australia estimated the 2002 damage at $25 million, with the 2011 estimated normalised cost of $43 million.",2002,-34.06602859,151.01254270,,,,,"$25,000,000.00",11,10,NSW,http://www.emknowledge.gov.au/resource/?id=516,"$25,000,000.00",$0.00
67,Natural,Flood,Widespread Coastal,"Central, northern and coastal towns throughout Queensland were subject to multiple tropical cyclones, resulting in heavy rain causing widespread flooding. Towns affected include Townsville, Rockhampton, Mt Morgan, Cairns, Coolangatta, Byron Bay, Mossman and Herbert.  There was widespread damage to infrastructure. Buildings, homes and farms were badly damaged in south-east Queensland, and there were heavy losses to crops and livestock. One hundred people were evacuated at Lismore due to flood levels.",1929,-23.37712288,150.51007080,100,,,3,,,,QLD,http://www.emknowledge.gov.au/resource/?id=67,"$22,000,000.00",$0.00
587,Natural,Bushfire,"Augusta and Margaret River, Western Australia 2011","On 23 November 2011 a fire broke containment lines from a prescribed burn in Leeuwin-Naturaliste National Park, forcing hundreds to evacuate their homes.  Approximately 300 residents were forced to evacuate over a three day period. The fire was brought under control on 26 November 2011. In total 3400 ha, 32 houses, five sheds, nine chalets, and one shop were destroyed by the fire  in the coastal communities of Prevelly, Redgate and Gnarabup. Some residents were unable to return home due to pollution from asbestos and other contaminants spread by the fire.  A new fire started at Nannup on 2 December 2011 also from a prescribed burn that broke containment lines. It threatened more than 200 homes and forced evacuations in Augusta and Molloy Island. Approximately 55,150 ha were burnt and a small amount of property was lost.  Many fires were ablaze in Western Australia during this period; on 24 November there were a total of 13 fire fronts burning.  Premier Colin Barnett declared the fires an 'Eligible Natural' for the purposes of the Western Australia Natural Relief and Recovery Arrangements, with funding to be provided from FESA and the Commonwealth Government.  The Insurance Council of Australia estimated the preliminary 2011 damage at $53 million.",2011,-34.31492233,115.15925600,,,,,"$53,000,000.00",,32,WA,http://www.emknowledge.gov.au/resource/?id=587,"$53,000,000.00",$0.00
592,Natural,Bushfire,Mount Lofty Ranges,"On 20 February 1980 in the Mount Lofty Ranges, east of Adelaide there was a fire described as an early Ash Wednesday. This fire began two weeks prior in a rubbish dump south-south-east of Adelaide. It smouldered until 20 February when hot winds fanned the fire which burnt 8000 ha in one day. The fire destroyed 51 homes, the Anglican church at Longwood and 75 farms along with orchards and market gardens. The damage bill was estimated at more than $30 million. Court cases were held to ascertain who was responsible for this fire and they went on for over ten years.  The Insurance Council of Australia estimated the 1980 damage as $13 million, with the 2011 estimated normalised cost of $132 million.",1980,-35.00764465,138.70874020,,,,,"$13,000,000.00",,51,SA,http://www.emknowledge.gov.au/resource/?id=592,"$13,000,000.00",$0.00
433,Natural,Cyclone,Coastal Queensland and New South Wales,"From 16-19 January 1950, a cyclone known as TC119 moved south from the Queensland gulf to Sydney as a Category 1 cyclone causing widespread damage. Seven people died in New South Wales.",1950,-17.70944595,140.02075200,100,,,7,,,,NSW;QLD,http://www.emknowledge.gov.au/resource/?id=433,"$38,000,000.00",$0.00
3437,Natural,Bushfire,"Coonabarabran, New South Wales 2013","During January 2013, New South Wales experienced very challenging fire danger weather conditions resulting in multiple fires across the state. By 8 January, there were over 100 fires burning, fueled by 40 degree Celsius temperatures.   The worst fire occured on 13 January when a fast moving bushfire in the Warrumbungle National Park near Coonabarabran destroyed more than 51 nearby homes and damaged many others. The lodge at the Siding Spring Observatory in the National Park was damaged along with other buildings. However, Australia's largest telescope the Anglo-Australian survived.  The other major areas affected by fire were Yass, Cooma and the Shoalhaven. One house was destroyed in Jugiong and a volunteer firefighter sustained burn injuries in Gundaroo and was airlifted to Sydney for hospital treatment.  A recovery centre was opened in Coonabarabran after the fire. A recovery coordinator was appointed on 21 January by Barry O&rsquo;Farrell concentrating on supporting the Warrumbungles fire affected community.  Approximately 131,000 hectares were burnt in total across the state and extensive farm infrastructure and fences damaged. Approximately 12,000 sheep were lost at an estimated cost of over $1,000,000. Wildlife losses were also significant. The Department teamed with farmers to establish a fodder and fencing donation register to assist farmers rebuilding after the fires.  On 15 January, the New South Wales Premier, Barry O'Farrell, and the Federal Minister for Emergency Management, Nicola Roxon, announced Natural Assistance would be available to 51 Local Government Areas in New South Wales affected by bushfires. To date the Australian Government Disaster Recovery Payments were $1,015,600 for over 830 claimants.  The Insurance Council of Australia declared the Coonabarabran bushfire a catastrophe and as of March 2013, estimated damages costing $35 million.   ",2013,-31.28676605,149.20051570,,,1,,"$35,000,000.00",,51,NSW,http://www.emknowledge.gov.au/resource/?id=3437,"$35,500,000.00",$0.00
434,Natural,Cyclone,Cyclone Nancy,"Tropical Cyclone Nancy crossed the coast in New South Wales at Byron Bay and moved seawards which brought about high winds and heavy rainfall. Subsequent flooding affected rivers in the central and south-east regions including the Albert, Nerang, Logan, Paroo, Bulloo and Mary. Reports stipulated some areas received 530 mm of rain over a 24 hour period.  There was extensive damage to infrastructure including houses, roads and buildings as a result of cyclonic winds that recorded wind gusts of up to 60 - 70 knots.  Cyclone Nancy dumped a large amount of rain on Newcastle, which increased the rate of movement in some structures and prompted the discovery of leaks in buildings that had previously been considered structurally sound after the December 1989 earthquake.  The Insurance Council of Australia estimated the 1990 damage caused by Cyclone Nancy at $33 million, with the 2011 estimated normalised cost of $197 million.",1990,-28.63967705,153.61393740,,,,6,"$33,000,000.00",,,QLD,http://www.emknowledge.gov.au/resource/?id=434,"$57,000,000.00",$0.00
4470,Natural,Bushfire,Sydney Bushfire Pollution,"On 22 October 2013, air quality levels within the Sydney region were measured at 50 times worse than normal, due to smoke caused by bushfires and back burning in rural New South Wales.  Air quality measurements at the NSW Office of Environment and Heritage were among the highest ever recorded on the air quality index, with pollution readings of up to 2500. Anything above 100 is considered poor air quality.  As a result, there was a significant increase in the number of people treated for asthma and breathing problems. NSW Health recorded that at the height of the bushfires, 228 people attended hospital with breathing difficulties and 778 others were treated by NSW Ambulance staff. The environmental branch within NSW Health reported a 124 per cent increase in patients with asthma conditions seeking hospital treatment.  The blanket of haze continued at varying levels for a couple of weeks. On 2 November, smoke again engulfed Sydney, setting off hundreds of automatic smoke alarms in the city and surrounding districts. The number of call outs for NSW Fire and Rescue increased from an average of 15 per day to 200 within a two hour period.",2013,-33.91273880,151.24148560,,,228,,,,,NSW,http://www.emknowledge.gov.au/resource/?id=4470,"$114,000,000.00",$0.00
42,Natural,Cyclone,Cyclone Mahina,On 4 March 1899 a category five cyclone hit Bathurst Bay with winds reaching 260 km per hour. A tsunami of 14.6 m swept inland for 5 km.  A wave surge measuring 13 m at Ninian Bay adjacent to Barrow Point 30 km south of Bathurst Bay extended inland for 3-5 km. The pearling fleet was damaged with 400 people losing their lives.,1899,-14.11526680,144.33837890,,,,400,,,,QLD,http://www.emknowledge.gov.au/resource/?id=42,"$1,600,000,000.00",$0.00
360,Natural,Cyclone,Cyclone Balla Balla,"The tropical cyclone crossed the coast just west of Balla Balla, which is the port for the copper mines of the Whim Creek district. Damage from the cyclone extended more than 200 km along the coastline.  The large iron ship, The Crown of England, was wrecked on Depuch Island. The vessel Concordia was also driven ashore nearby and several lighter vessels and pearling luggers were sunk or wrecked. At least 15 people lost their lives.  The steamer Koombana left Port Hedland on route to Broome with 138 passengers and 20 crew members on board. The Koombana was following the SS Bullarra up the coast. Both vessels sailed into the cyclone. The Bullarra was badly damaged but was able to reach port. The Koombana disappeared in the cyclone claiming all 158 people on board. On 3 April a search vessel found wreckage, including a lifeboat and a state room door approximately 25 nautical miles north of Bedout Island.",1912,-20.63117790,117.72657780,,,,173,,,,WA,http://www.emknowledge.gov.au/resource/?id=360,"$692,000,000.00",$0.00
386,Natural,Cyclone,Cyclone Tracy,"Tropical Cyclone Tracy struck Darwin in the early hours of 25 December 1974, and was rated a Category 4 Tropical Cyclone. Before the failure of instruments, the wind gauges registered speeds of 217 km per hour.  The cyclone caused massive building and infrastructure damage to all power, water, sanitation and communications as well as huge commercial and industrial losses. Over 80 per cent of all buildings were destroyed or seriously damaged.  The cyclone resulted in the death of 71 people, which included 22 who were lost at sea.  Tropical Cyclone Tracy caused the largest ever evacuation and reconstruction operations in peacetime Australia. A total of 35,362 people (of the approx 47,000 population) were evacuated; 25,628 by air (15,950 in civilian aircraft and 9,678 in military aircraft) and the remaining 9,734 by road, to southern cities for many months.  By 1978, it was estimated that Darwin had regained the population level it had in December 1974.  The Insurance Council of Australia estimated the 1974 damage at $200 million, with the 2012 estimated normalised cost of $4090 million.",1974,-12.46484184,130.83761600,35362,41000,650,71,"$200,000,000.00",200,5000,NT,http://www.emknowledge.gov.au/resource/?id=386,"$8,445,200,000.00",$0.00
466,Natural,Cyclone,Cyclone Broome,"A tropical cyclone with winds estimated at 175 km per hour caused 40 deaths and widespread destruction in the Broome region.  Twenty houses were destroyed and over 70 damaged. The housing damage was estimated at 20,000 pounds.  There were 34 pearling boats wrecked or sunk and a further 67 blown ashore.",1910,-17.95405579,122.24899290,,,,40,,70,20,WA,http://www.emknowledge.gov.au/resource/?id=466,"$160,000,000.00",$0.00
362,Natural,Cyclone,Innisfail,"On 10 March 1918, Innisfail was hit by a cyclone. Damage was recorded in Cairns, Babinda, and on the Atherton Tableland. Coastal areas were affected by a storm surge at Mission Beach measuring 3.6 m, which swept hundreds of metres inland.  Of the 3500 residents in Innisfail, only 12 houses remained intact, all other homes were blown flat or unroofed by high winds. Thirty seven people died in Innisfail. There were unconfirmed reports of additional 40 - 60 deaths in surrounding areas.",1918,-17.52427864,146.03228760,,,,37,,,,QLD,http://www.emknowledge.gov.au/resource/?id=362,"$148,000,000.00",$0.00
31,Natural,Cyclone,Mackay 1918,"On 20 January a cyclone with wind gusts estimated at 195 km per hour hit Mackay. Thirty people were killed in Mackay and Rockhampton. In Rockhampton 1400 homes were damaged by the subsequent flooding of the Fitzroy River.  A storm surge created waves of up to 2.7 m which broke in the centre of the town. The cyclone generated rainfall of 1141 mm over three days which flooded the Pioneer River. Further south, the Fitzroy River at Rockhampton peaked at 9.3 m where on 23 January six people drowned. The news of the disaster did not reach the outside world for five days due to the breakdown of available communication links.",1918,-21.17188644,149.20733640,,,,30,,,,QLD,http://www.emknowledge.gov.au/resource/?id=31,"$120,000,000.00",$0.00
421,Natural,Cyclone,Darwin,"Late on 6 January 1897 a cyclone built up in the city of Port Darwin, striking in the early hours of 7 January. Its peak was recorded at approximately 3.30 - 4.30am. Rainfall in Darwin during the passage of this cyclone was recorded at 292 mm. The cyclone was the largest recorded before Cyclone Tracy; it uplifted rooves, uprooted trees and telephone poles, and blew apart houses, destroying almost all of the buildings in Port Darwin by approximately 7.30 am. Eighteen pearling luggers, the government steam launch and three sampans were wrecked. Twenty-eight people were killed by the cyclone.  The Bureau of Meteorology estimated the costs to exceed &pound;150,000, in 1897 values.",1897,-12.45970917,130.81936650,,,,28,,,,NT,http://www.emknowledge.gov.au/resource/?id=421,"$112,000,000.00",$0.00
445,Natural,Cyclone,The Great Gold Coast Cyclone,"On 20 February 1954, a tropical cyclone crossed over Coolangatta. While the cyclone occurred when weather patterns were unnamed, it was unofficially given the title The Great Gold Coast Cyclone. Serious structural damage to buildings occurred in Brisbane, Gold Coast and the Sunshine Coast.  A 0.64 m storm surge was recorded in Moreton Bay while at Beachmere the surge was much higher. Waves at Kirra brought 3 m of water onto the highway washing cars from the road.  As a result of the heavy rain, flooding which combined with the storm surge in the Nerang River caused many evacuations in the area, including people from MacIntosh Island.  Severe flooding also occurred in areas of New South Wales; Cudgen, Casino, Lismore, Murwillumbah, Grafton, Maclean, Clarence, Yamba, Kyogle and Bryon Bay.  The worst-hit areas were reported as Lismore, Casino, Kyogle, and Murwillumbah. The Richmond River rose approximately 1 m above the record 1949 flood level. Impacts to these areas included several thousand people displaced, crop and stock losses, residential and commercial premises damaged, and roads and other infrastructure destroyed.  In Byron Bay, the outer section of the jetty was swept away taking 22 vessels with it . The storm surge moved thorough Bryon Bay and flooded parts of the town.   The Bureau of Meteorology reports between 26 to 30 people died as a result of the flooding, severe winds and storm surges.",1954,-28.16656685,153.53814700,,,,26,,,,QLD;NSW,http://www.emknowledge.gov.au/resource/?id=445,"$104,000,000.00",$0.00
335,Natural,Cyclone,Cyclone Sigma,Tropical Cyclone Sigma passed Townsville to the north-east. Rain totalling 510 mm fell during the cyclone resulting in enormous seas and substantial flooding.  There was a total of 18 deaths.,1896,-19.25200272,146.82060240,,,,18,,,,QLD,http://www.emknowledge.gov.au/resource/?id=335,"$72,000,000.00",$0.00
271,Natural,Cyclone,Cyclone Hazel,"Tropical Cyclone Hazel formed off the north-west Kimberley coast and reached maximum gusts of 137 km per hour at Carnarvon.  The cyclone caused an estimated $20 million worth of damage including $5 million to wharf and salt loading equipment at Cape Cuvier and $2 million to the banana crop in Carnarvon. A crew of 15 on a Taiwanese fishing boat was lost in heavy seas, 230 km north of Barrow Island. Considerable damage also occurred to buildings, trees, pasture and stock feed in the northern agricultural area especially around Geraldton.  The Insurance Council of Australia estimated the 1979 damage at $15 million, with the 2011 estimated normalised cost of $202 million.",1979,-24.88456726,113.62918850,,,5,15,"$15,000,000.00",,,WA,http://www.emknowledge.gov.au/resource/?id=271,"$77,500,000.00",$0.00
303,Natural,Cyclone,Cyclone Ada,"On 17 January 1970, Tropical Cyclone Ada moved through the Whitsunday Island group. Day Dream Island was the worst affected with its resort destroyed. On Hayman Island 75 per cent of buildings were destroyed. Heavy rains and flooding brought havoc and dislocation of traffic and communications in the coastal strip between Bowen and Mackay. Shute Harbor, Airlie Beach and Cannonvale received damage of up to 80 per cent of buildings.  Fourteen people died as a result of the category four cyclone.  The Insurance Council of Australia estimated the 1970 damage at $12 million, with the 2012 estimated normalised cost of $1001 million.",1970,-20.26155281,148.98045350,,,,14,"$12,000,000.00",,,QLD,http://www.emknowledge.gov.au/resource/?id=303,"$68,000,000.00",$0.00
474,Natural,Cyclone,Cyclone Leonta,"Cyclone Leonta hit Townsville on the 9 March 1903, resulting in the grammar school and hospitals being destroyed. Ten people died as a result, with eight deaths occurring in the collapsed hospital.  The damage in 1903 was estimated at approximately &pound;250,000.",1903,-19.25200272,146.82060240,,,,10,,,,QLD,http://www.emknowledge.gov.au/resource/?id=474,"$40,000,000.00",$0.00
222,Natural,Cyclone,Cyclone Emily,Tropical Cyclone Emily formed off the southern and central coasts of Queensland resulting in eight deaths (in three separate incidents).  Other damage recorded included flooding at Kingaroy and Brisbane.,1972,-23.41284752,150.81756590,,,,8,,,,QLD,http://www.emknowledge.gov.au/resource/?id=222,"$32,000,000.00",$0.00
237,Natural,Cyclone,Cyclone Bobby,"Cyclone Bobby travelled south along the west coast of Australia and passed near Onslow. It caused considerable damage to homes and buildings bringing heavy rains which flooded roads, damaged bridges, and caused damage to crops. The mining industry was severely affected.  The cyclone moved slowly and erratically along the Pilbara coast crossing just to the east of Onslow. The highest recorded wind gust was 183 km per hour at Onslow. A gust of 166 km per hour was recorded on Varanus Island off the Western Australian coast. Very heavy rainfall accompanied Bobby, with more than 400 mm of rain falling in the Onslow area.  Very minor property damage was reported from the Karratha area. Approximately 20 houses at Onslow sustained superficial roofing damage. Pastoral stations along the track between Onslow and Gascoyne Junction reported property damage.  Seven lives were lost when two fishing trawlers sunk off the coast from Onslow, and a motorist drowned while attempting to cross a flooded creek at Canarvon.  The Insurance Council of Australia estimated the 1995 damage at $11 million, with the 2012 estimated normalised cost of $48 million.",1995,-21.63766289,115.11493680,,,,8,"$11,000,000.00",20,,WA,http://www.emknowledge.gov.au/resource/?id=237,"$43,000,000.00",$0.00
352,Natural,Cyclone,Mackay 1955,"On 7 March 1955, between Mackay and Cape Capricorn, a lugger (boat) sank when it was caught in a cyclone with winds that reached 145 km per hour. The crew of eight drowned.  Several buildings were unroofed at Yeppoon and major floods occurred at Flinders Burdekin and Fitzroy Rivers.",1955,-21.13790703,149.18498230,,,,8,,,,QLD,http://www.emknowledge.gov.au/resource/?id=352,"$32,000,000.00",$0.00
